sender,messages,mean_words,pos_rate,neg_rate,question_pct,shouting_pct,nongame_pct,channels
mrperpetual,23,6.52,26.67,6.67,8.7,0.0,100.0,1
iceprincess1727,6,7.33,68.18,0.0,16.7,0.0,100.0,1
reaperpk_,32,2.09,0.0,14.93,0.0,31.2,0.0,1
mrschniv,6,4.83,0.0,34.48,33.3,0.0,100.0,1
atlantis_khuna,46,1.24,0.0,0.0,0.0,89.1,0.0,1
k1nzell,18,4.28,0.0,0.0,0.0,27.8,0.0,1
elllwoodz,5,3.4,0.0,0.0,0.0,40.0,0.0,1
uhtkg,21,3.86,37.04,0.0,9.5,28.6,0.0,1
aresrai,8,5.75,0.0,0.0,12.5,0.0,12.5,2
atlantis_magin,23,1.09,0.0,0.0,0.0,100.0,0.0,1
ex3aerah,10,1.2,0.0,0.0,0.0,100.0,0.0,1
cryogenicxs,5,3,0.0,0.0,0.0,60.0,0.0,1
steffestas,5,1,0.0,200.0,20.0,0.0,100.0,2
minititan,8,4.75,26.32,26.32,0.0,0.0,100.0,1
brandooo1,8,4.88,25.64,0.0,12.5,0.0,100.0,1
getgoo,10,4.7,42.55,42.55,20.0,10.0,100.0,1
foxero06,12,4.08,61.22,0.0,0.0,0.0,100.0,1
vonko,5,1.6,125.0,0.0,0.0,0.0,100.0,1
darzkarriyon,7,3.14,45.45,0.0,0.0,0.0,100.0,1
zloy_evrey_,14,0.43,0.0,0.0,21.4,0.0,100.0,1
alex41290,6,2.67,125.0,0.0,0.0,16.7,0.0,1
xkingmikex,23,3.78,0.0,0.0,4.3,13.0,0.0,1
cxk_kek,7,1.71,0.0,0.0,14.3,0.0,100.0,1
stenkap,6,4.67,0.0,71.43,0.0,0.0,0.0,1
sultankadir,5,5.8,0.0,0.0,20.0,0.0,0.0,2
findedloot,12,4.92,33.9,0.0,0.0,0.0,100.0,1
sorjorahmormont,7,7.43,57.69,0.0,0.0,14.3,100.0,1
aydc12,9,5.11,21.74,0.0,11.1,0.0,0.0,1
sakulator,5,2.6,0.0,0.0,0.0,0.0,0.0,1
jscholten,7,6.86,0.0,0.0,0.0,0.0,100.0,1
yobastream,10,0.6,0.0,0.0,10.0,0.0,100.0,1
walkingbread,6,2.17,0.0,0.0,0.0,0.0,0.0,1
skyfarerq,6,0.5,0.0,0.0,33.3,0.0,100.0,1
themattager,6,11.5,0.0,14.49,0.0,0.0,100.0,1
conjurationcyp,7,6.29,45.45,0.0,0.0,0.0,0.0,1
danmas94,6,9.83,50.85,16.95,33.3,16.7,100.0,1
budweizerbeast69,11,3.36,27.03,0.0,0.0,18.2,100.0,1
derspiegel_,8,6.75,0.0,18.52,37.5,0.0,100.0,1
inversic_,12,4.08,20.41,0.0,0.0,0.0,0.0,1
don_gune,28,0.36,0.0,0.0,14.3,32.1,100.0,1
umbreon125,6,3.5,47.62,0.0,0.0,50.0,0.0,1
sightfn,8,7.25,17.24,0.0,0.0,0.0,0.0,1
amazingland,5,3.6,111.11,0.0,40.0,0.0,100.0,1
semerka4k5,9,1,0.0,0.0,22.2,0.0,100.0,1
mrfirenice,7,2.71,0.0,0.0,0.0,0.0,100.0,1
whereisvikkstarsbreakfast,5,5,40.0,0.0,20.0,0.0,0.0,1
raikiri_x,7,2,0.0,0.0,0.0,0.0,100.0,3
brandolph76,10,2.9,103.45,0.0,10.0,0.0,100.0,2
stellarbboi,5,2.4,166.67,0.0,0.0,60.0,80.0,3
ksweeley,9,2.44,90.91,0.0,55.6,100.0,0.0,1
dust1nr6,29,3.9,26.55,8.85,3.4,37.9,0.0,1
icome_everyday,5,3.8,0.0,0.0,0.0,0.0,0.0,1
ergotcal,5,8.2,48.78,0.0,20.0,40.0,0.0,1
uccdawg13,14,5.07,42.25,42.25,0.0,21.4,0.0,1
autimatic92,5,1.8,111.11,0.0,0.0,20.0,20.0,2
sebistage11,5,4,0.0,0.0,60.0,0.0,0.0,1
ash12tyn,26,3.46,33.33,0.0,0.0,0.0,0.0,1
baoio,11,4.18,43.48,0.0,9.1,0.0,0.0,1
checkgameimpeek,7,5,0.0,0.0,14.3,0.0,0.0,1
galaxydotexe,7,5.71,25.0,0.0,42.9,42.9,0.0,1
uhavebigg3y,7,2,0.0,0.0,0.0,0.0,0.0,1
prodigys404,7,3,47.62,0.0,0.0,57.1,0.0,1
jacakos,97,0.98,31.58,0.0,11.3,8.2,0.0,1
pappa_bear_,13,6.85,0.0,0.0,23.1,0.0,0.0,1
the_cumasu_cz,5,2.2,0.0,181.82,20.0,0.0,0.0,1
gessol,39,0.79,0.0,0.0,5.1,41.0,0.0,1
c4llmesnake,27,6.41,5.78,0.0,3.7,0.0,0.0,1
karkinoforsensub,49,6.43,0.0,3.17,12.2,12.2,0.0,1
shissan,26,9.38,45.08,4.1,19.2,0.0,0.0,1
panouklaac,5,2.2,0.0,0.0,0.0,0.0,0.0,1
liamshires,8,4.12,0.0,0.0,0.0,0.0,0.0,1
opla,5,9.2,0.0,0.0,60.0,0.0,0.0,1
basilioknowsbest,8,4.75,26.32,0.0,12.5,0.0,0.0,1
getf1ickedon,5,3.4,0.0,0.0,0.0,0.0,0.0,1
silkyr6,5,8.8,0.0,0.0,0.0,0.0,0.0,1
mrtonyace01gaming,5,3.8,0.0,0.0,40.0,0.0,0.0,1
diegormed10,7,3.43,0.0,0.0,0.0,0.0,0.0,1
theechofrombehind,29,6.59,10.47,0.0,20.7,31.0,0.0,1
gtx_vision_,5,2.8,0.0,0.0,0.0,40.0,0.0,1
alienxsmith,17,4.06,28.99,14.49,0.0,5.9,0.0,1
alogisios,28,3.46,0.0,0.0,17.9,3.6,0.0,1
101_twitch_user_101,11,6.55,41.67,0.0,9.1,0.0,100.0,1
karlo_,6,2.67,0.0,0.0,16.7,16.7,0.0,1
jhinlaspor,5,6,33.33,0.0,20.0,0.0,0.0,1
averin_26,10,3.7,0.0,0.0,0.0,0.0,0.0,1
barney0521,5,7.8,25.64,0.0,20.0,0.0,0.0,1
dorksouls333,10,3.2,31.25,0.0,0.0,0.0,0.0,1
itsogeyfx,6,5.5,0.0,0.0,0.0,33.3,0.0,1
kostas894,14,6.14,0.0,0.0,0.0,14.3,0.0,1
stef_robbe,9,3.78,0.0,0.0,0.0,44.4,0.0,1
zycrus,5,11.4,0.0,0.0,40.0,0.0,100.0,1
dalesmith16,5,7.4,0.0,54.05,20.0,0.0,0.0,1
tekkz,15,6.67,30.0,10.0,0.0,0.0,0.0,2
hollywood00,8,4.88,25.64,0.0,25.0,0.0,100.0,1
kaveenieweenie,13,7,0.0,0.0,7.7,7.7,0.0,1
rapstaaa,6,4.67,0.0,0.0,0.0,0.0,0.0,1
therealmeyerlive,31,6.42,10.05,0.0,0.0,0.0,0.0,1
duncanblade,5,4.6,0.0,0.0,0.0,0.0,0.0,1
madmarxhs,31,5.48,0.0,0.0,22.6,96.8,0.0,1
trelosgialos,7,3,0.0,0.0,14.3,0.0,0.0,1
sn4ker,13,8.77,0.0,0.0,7.7,23.1,0.0,1
bluciu,6,3.83,0.0,0.0,0.0,50.0,100.0,1
theevans16,10,1.1,90.91,0.0,0.0,20.0,100.0,1
olli2101,6,1,0.0,0.0,0.0,33.3,100.0,1
theobr0mine,6,2.17,0.0,0.0,0.0,83.3,100.0,2
vj__emmie,5,1.2,0.0,0.0,0.0,40.0,100.0,1
hannss,7,1.71,0.0,0.0,0.0,28.6,100.0,1
8700k,5,1,0.0,0.0,0.0,20.0,100.0,1
anto9696,7,1,0.0,0.0,0.0,42.9,100.0,1
mundmen,5,1,0.0,0.0,0.0,60.0,100.0,1
jimztah,7,9.86,0.0,0.0,0.0,57.1,100.0,1
odicho10,7,3.14,90.91,0.0,0.0,0.0,0.0,1
aminedbali,11,3.64,0.0,0.0,0.0,36.4,100.0,1
hieroglyphic,8,4.38,0.0,0.0,12.5,50.0,0.0,1
mysteryoslyy,14,4.71,0.0,0.0,7.1,0.0,100.0,1
trituse,6,2.67,0.0,0.0,16.7,0.0,0.0,1
tondsa,6,2.33,0.0,0.0,0.0,0.0,0.0,1
adammound_,7,1.43,0.0,0.0,0.0,14.3,0.0,1
ooooo0000ooo,5,0,0.0,0.0,0.0,0.0,0.0,1
beoroftheedain,24,4,31.25,0.0,4.2,4.2,100.0,1
talizorah,8,9.75,12.82,0.0,12.5,12.5,100.0,1
kodemaster,5,5.6,0.0,0.0,40.0,0.0,0.0,1
savagestalkerothp,19,6.63,15.87,0.0,5.3,5.3,100.0,1
mkush__,5,3,133.33,0.0,40.0,20.0,0.0,1
astorr6,8,5,50.0,25.0,25.0,0.0,0.0,1
apxukpblc,6,12.67,26.32,0.0,33.3,0.0,100.0,1
riaana,18,6.28,8.85,8.85,5.6,0.0,100.0,1
lightofscorpio,37,9.78,0.0,0.0,0.0,73.0,100.0,1
coffeeclub_tv,8,9.88,12.66,0.0,0.0,0.0,100.0,1
dans_life,25,17.88,0.0,0.0,0.0,80.0,100.0,1
sir_swatze,5,3.4,0.0,58.82,0.0,0.0,100.0,3
chiefy__,6,8.83,0.0,0.0,0.0,33.3,100.0,1
chinatown_town,30,2.5,26.67,13.33,0.0,0.0,100.0,1
n0rbertas,6,3.33,50.0,0.0,0.0,66.7,100.0,2
enstell,8,20.5,0.0,0.0,0.0,50.0,100.0,1
shotguyrl,5,18,0.0,0.0,0.0,100.0,100.0,1
saberxwolf,16,13.19,4.74,4.74,25.0,12.5,100.0,1
anzaac,5,6,33.33,0.0,0.0,40.0,100.0,1
larocsmacalar,6,4.83,0.0,0.0,0.0,0.0,100.0,1
babaafk,7,1.29,0.0,0.0,0.0,57.1,100.0,2
basilikiangell,59,6.51,0.0,0.0,10.2,13.6,0.0,1
pisketti,5,12.2,0.0,0.0,0.0,20.0,100.0,1
edwardhawthorne,8,3.25,38.46,0.0,0.0,0.0,0.0,1
greywolfbot,11,7.82,34.88,11.63,9.1,0.0,0.0,1
blarphemy,5,4.8,41.67,0.0,0.0,0.0,0.0,1
keolaaaaa,8,1.88,66.67,0.0,0.0,0.0,0.0,1
faldin,5,3.2,62.5,62.5,0.0,20.0,0.0,1
titoftb,9,2.89,38.46,0.0,0.0,0.0,0.0,1
thefifthmatt,5,4.8,0.0,0.0,0.0,0.0,0.0,1
thevagrantgesler,7,9.29,0.0,0.0,14.3,0.0,0.0,1
tomapoe,9,11.22,0.0,0.0,0.0,77.8,100.0,2
rustydragon,5,4.8,0.0,0.0,0.0,40.0,0.0,1
tubbstcg,6,3.17,0.0,0.0,16.7,33.3,0.0,1
joohyunisbae,7,4.14,0.0,0.0,0.0,14.3,0.0,1
prookzz,6,30.17,0.0,0.0,0.0,100.0,100.0,1
eatburger99,5,1.6,0.0,0.0,0.0,40.0,100.0,1
mavr0s,69,5.03,2.88,0.0,18.8,13.0,0.0,1
xxjmand28xx,6,7.17,23.26,0.0,0.0,0.0,0.0,1
abumel,8,2.12,0.0,0.0,0.0,0.0,0.0,1
baconrumpus,6,5.5,0.0,0.0,0.0,0.0,0.0,1
adornn,5,3.8,157.89,0.0,0.0,0.0,0.0,1
rawtv_,52,1.38,0.0,0.0,0.0,5.8,0.0,1
andrewsophocles,5,6,0.0,33.33,0.0,0.0,0.0,1
scarface913,52,5.88,0.0,0.0,17.3,3.8,0.0,1
emilymikudance12,8,9.88,50.63,0.0,0.0,0.0,100.0,1
justinromero123,9,4.22,52.63,0.0,0.0,11.1,100.0,1
wancakesdoesstuff,5,3,66.67,0.0,0.0,20.0,0.0,1
phoeba,35,5.23,0.0,0.0,2.9,0.0,0.0,1
manuyaw90,54,4.2,0.0,0.0,22.2,16.7,0.0,1
kardoulinos,19,4.21,0.0,0.0,10.5,5.3,0.0,1
uabl,21,10.19,23.36,18.69,14.3,0.0,0.0,1
wladan444,18,0,0.0,0.0,5.6,100.0,0.0,1
maksonychtorpedos,10,0.2,0.0,0.0,30.0,0.0,0.0,1
venegrom,5,6.8,0.0,0.0,0.0,20.0,0.0,1
noah937,16,5.06,49.38,12.35,12.5,6.2,0.0,1
mpaxoriginal,11,5.91,0.0,0.0,18.2,36.4,0.0,1
warcurse66,7,4.43,32.26,64.52,42.9,0.0,0.0,1
tolander77,27,5.81,0.0,0.0,18.5,0.0,0.0,1
ghikabytez,14,3.36,0.0,0.0,14.3,7.1,0.0,1
pankar1,18,6.78,0.0,0.0,11.1,0.0,0.0,1
mainpainhs,6,4.5,0.0,0.0,16.7,50.0,0.0,1
satanicgino,5,4.8,125.0,0.0,0.0,0.0,0.0,1
djdocofficial,5,4.2,0.0,0.0,0.0,60.0,0.0,1
ceecee_lia,25,3.84,10.42,0.0,4.0,12.0,0.0,1
byte_cookie,63,2.49,19.11,6.37,1.6,9.5,0.0,1
moanglitters,18,4.72,0.0,11.76,0.0,0.0,0.0,1
daikonleaf,80,3.24,38.61,7.72,3.8,3.8,0.0,1
ramosisking,19,4.53,11.63,0.0,10.5,21.1,0.0,1
glorfindil,23,4.22,20.62,0.0,0.0,17.4,0.0,1
caped_baldy,7,3.14,0.0,0.0,0.0,0.0,0.0,1
prettikittii,81,6.28,27.5,7.86,11.1,2.5,0.0,1
poisonyvie,108,3.47,29.33,10.67,12.0,2.8,0.0,1
apollord,24,7.79,21.39,0.0,20.8,0.0,0.0,1
rthray117,7,0.29,0.0,0.0,14.3,0.0,0.0,1
bustaj_bot,46,13.11,8.29,0.0,13.0,19.6,0.0,1
2tea_2room2,11,2,0.0,0.0,9.1,9.1,0.0,1
gwasp_,24,4.62,9.01,0.0,12.5,12.5,0.0,1
duckzgo,58,12.45,9.7,2.77,27.6,0.0,0.0,1
buzzkilljoy,72,4.06,17.12,0.0,8.3,4.2,0.0,1
hippocraftment,7,4.29,0.0,33.33,0.0,0.0,0.0,1
waldsachs_pensi,5,2.6,0.0,0.0,0.0,0.0,0.0,1
cc1218cc,8,0.88,285.71,0.0,12.5,0.0,0.0,1
thejoker3712,41,4.24,11.49,0.0,14.6,17.1,0.0,1
abscond,32,4.69,33.33,0.0,3.1,3.1,0.0,1
henry_92,34,4.44,6.62,19.87,5.9,0.0,0.0,1
ghostdaddy,7,4,71.43,0.0,14.3,0.0,0.0,1
yumpickles,66,6.83,8.87,4.43,10.6,3.0,0.0,1
aggos96,12,0.75,0.0,0.0,16.7,0.0,0.0,1
i_am_sim,8,10.38,0.0,12.05,0.0,0.0,0.0,1
silverkiss619,8,2.38,0.0,0.0,37.5,12.5,0.0,1
ordinaryorder,8,6,62.5,20.83,12.5,0.0,0.0,1
gaffaontwitch,10,4.9,0.0,0.0,10.0,10.0,0.0,1
orepol,5,4.4,0.0,0.0,0.0,20.0,0.0,1
tolisfilo13,5,1.8,0.0,0.0,40.0,0.0,0.0,1
skoulikihs,38,1.95,0.0,0.0,13.2,10.5,0.0,1
usedpapercup,17,5.71,51.55,0.0,0.0,11.8,0.0,1
j_tmorales,5,2.4,0.0,0.0,20.0,20.0,0.0,1
mansion416,26,6.85,16.85,11.24,3.8,0.0,0.0,1
nicaragua00,13,11.69,39.47,19.74,23.1,0.0,0.0,1
lethomasb,7,12.57,22.73,34.09,42.9,0.0,0.0,1
guni55,6,1.33,0.0,125.0,0.0,16.7,0.0,1
ray0203,43,2.7,17.24,0.0,0.0,2.3,0.0,1
pronhnb,6,1.5,0.0,0.0,0.0,33.3,0.0,1
avelline_,33,0.94,0.0,0.0,12.1,3.0,0.0,1
king_pyrrhus_gr,8,2,0.0,0.0,25.0,0.0,0.0,1
wtfundso,5,2,100.0,0.0,20.0,20.0,80.0,2
silverwing39,6,5,0.0,0.0,16.7,0.0,0.0,1
bujabeza,5,6,0.0,0.0,0.0,0.0,0.0,1
worstnidoce,36,4.64,53.89,17.96,5.6,8.3,0.0,1
sardlne,5,7.4,0.0,27.03,0.0,0.0,0.0,1
zeddyhs,5,3.8,105.26,105.26,0.0,20.0,0.0,1
cautomatic,5,8.8,68.18,0.0,20.0,0.0,0.0,1
ddd1337elitesupersniper,10,1.2,0.0,83.33,50.0,0.0,100.0,1
icepinklemonade,34,6.06,19.42,0.0,23.5,0.0,0.0,1
senses33,9,3.89,57.14,0.0,0.0,22.2,100.0,1
djsharperimage,26,5.31,14.49,14.49,19.2,100.0,100.0,1
noelg5150,8,2.12,58.82,0.0,0.0,0.0,87.5,2
et3c,9,2.11,0.0,0.0,0.0,0.0,100.0,2
stanwashere,26,6.54,35.29,5.88,0.0,0.0,100.0,1
deathuk79,14,2.14,0.0,33.33,7.1,0.0,100.0,1
baesicbro,9,2.89,38.46,0.0,0.0,11.1,100.0,1
bitr0d,5,8.4,47.62,0.0,20.0,0.0,100.0,1
kel_ebek,44,4.25,5.35,16.04,6.8,4.5,0.0,1
dssnoopy,29,1.07,0.0,0.0,3.4,0.0,0.0,1
monkeyhsieh,15,0.8,0.0,0.0,0.0,13.3,0.0,1
dj_lima_631,6,5.67,29.41,29.41,0.0,0.0,100.0,1
covesting,5,3,66.67,66.67,0.0,0.0,100.0,1
timegoat_,8,8,15.62,0.0,62.5,0.0,0.0,1
batafire7,5,2.4,0.0,0.0,20.0,60.0,0.0,1
zetacipher,10,3.1,32.26,0.0,20.0,0.0,0.0,1
drsaltersonn,10,9.4,10.64,10.64,10.0,10.0,0.0,1
bustaj,9,4.78,0.0,0.0,44.4,0.0,0.0,1
aliceempty,36,7.78,35.71,10.71,0.0,2.8,0.0,1
eceer213,6,6.83,48.78,24.39,16.7,0.0,0.0,1
crazynekogirl2123,11,6,30.3,0.0,0.0,9.1,0.0,1
shadowsensemusic,5,6.6,0.0,0.0,0.0,40.0,0.0,1
giftnova,6,6.83,24.39,0.0,0.0,0.0,0.0,1
midgetsnowman,8,8.75,14.29,0.0,0.0,0.0,0.0,1
hutch6060,10,3.7,27.03,0.0,10.0,10.0,0.0,1
ouranemily,16,9.25,20.27,0.0,12.5,0.0,0.0,1
linkfan1291,13,9.62,24.0,8.0,30.8,0.0,0.0,1
dozerina,6,0.67,250.0,0.0,0.0,0.0,0.0,1
thegustbag,28,8.61,37.34,4.15,32.1,3.6,0.0,1
s_quark,5,5.6,0.0,0.0,0.0,0.0,0.0,1
ristray,9,5.89,0.0,0.0,22.2,0.0,0.0,1
kessedrian,7,6.86,41.67,0.0,0.0,14.3,0.0,1
s943957778,5,1.4,0.0,0.0,0.0,20.0,0.0,1
mingrensyu,13,0.23,0.0,0.0,7.7,7.7,0.0,1
katrinaface,38,8.58,15.34,6.13,5.3,10.5,0.0,1
vulpix_alola,12,14.33,11.63,5.81,0.0,0.0,0.0,1
nin10play,5,6,0.0,0.0,20.0,40.0,0.0,1
cm98987654321,18,1.17,0.0,0.0,16.7,5.6,0.0,1
dreamlncode,6,3,55.56,0.0,0.0,0.0,0.0,1
rodrigobd,5,2.2,90.91,0.0,0.0,20.0,0.0,1
filsaveol,5,3.2,62.5,0.0,0.0,20.0,0.0,1
mopperhoss,11,9.82,37.04,9.26,0.0,0.0,0.0,1
synevil,11,9.45,19.23,0.0,9.1,0.0,18.2,2
n8tles,12,8.17,10.2,0.0,8.3,8.3,0.0,2
valentyn_the_mad,11,9.64,37.74,0.0,0.0,0.0,0.0,1
hfxrunner,18,6.72,16.53,16.53,5.6,11.1,0.0,1
kobpktvc2,7,0.43,0.0,0.0,28.6,0.0,0.0,1
kazeindel,7,8.29,0.0,0.0,0.0,0.0,0.0,1
xer00,7,2.29,0.0,0.0,28.6,28.6,0.0,1
eggabooha,6,6.33,26.32,0.0,16.7,0.0,0.0,1
sparrow800,14,7.21,0.0,9.9,14.3,0.0,0.0,1
midoritrim,6,8.17,0.0,0.0,33.3,0.0,0.0,1
reallyangry,14,0.21,0.0,0.0,0.0,7.1,0.0,1
phoenixrising1992,20,8.7,11.49,5.75,15.0,0.0,0.0,1
videocrazee,5,11.2,17.86,0.0,20.0,0.0,0.0,1
spooky_boss,25,3.56,44.94,0.0,4.0,8.0,0.0,1
lvlalik,8,1.12,0.0,0.0,0.0,0.0,0.0,1
lillypain,51,5.16,38.02,3.8,11.8,11.8,0.0,1
novatrick,6,2.83,58.82,0.0,0.0,0.0,0.0,1
yvnggty_,8,1.62,0.0,0.0,0.0,12.5,0.0,1
johnnypk321,6,1.17,0.0,0.0,0.0,50.0,0.0,1
leedifsfaze_19,14,13.64,31.41,20.94,7.1,7.1,0.0,1
pitatapie,5,5,0.0,0.0,0.0,0.0,0.0,1
rockman757,9,5.22,0.0,21.28,22.2,0.0,0.0,1
pikadex,9,13.44,0.0,8.26,0.0,0.0,0.0,1
chaasee,5,3.6,55.56,0.0,0.0,20.0,0.0,1
chris_thundercock,6,7.67,21.74,0.0,33.3,0.0,0.0,1
xeihei,13,4.85,31.75,15.87,7.7,0.0,0.0,1
d4rkst0rm99,7,2.86,50.0,0.0,0.0,0.0,0.0,1
spekfn,7,3.57,0.0,0.0,14.3,28.6,0.0,1
vocivu,17,5.35,0.0,10.99,5.9,0.0,0.0,1
julianty10,13,5.69,13.51,27.03,7.7,0.0,0.0,1
tianjii,28,2.43,58.82,0.0,3.6,21.4,0.0,1
likecrazyboy,21,2.29,20.83,0.0,19.0,4.8,0.0,1
snrw_777,5,2.2,90.91,90.91,0.0,0.0,0.0,1
thatsoraven1001,8,2.88,0.0,0.0,0.0,12.5,0.0,1
alkahestgames,17,5,23.53,11.76,5.9,5.9,0.0,1
zyrios7,10,4,25.0,0.0,10.0,10.0,0.0,1
pak215,15,9.13,0.0,0.0,20.0,0.0,0.0,1
mistyraid,7,5.14,0.0,0.0,0.0,42.9,0.0,1
demonzerox,16,5.88,10.64,10.64,12.5,0.0,0.0,1
monicacoolfire,13,3,76.92,0.0,0.0,23.1,100.0,2
riley_smiley13,11,4.18,43.48,0.0,0.0,45.5,100.0,2
mikaelaplier,9,2.89,38.46,0.0,0.0,44.4,100.0,2
shaotanzhiten,6,6.67,0.0,50.0,0.0,0.0,0.0,1
ronnypotatur,12,5.33,62.5,15.62,0.0,25.0,100.0,2
maddie_spn,6,2.5,66.67,0.0,16.7,0.0,100.0,2
tioemo,13,2.92,0.0,0.0,0.0,0.0,0.0,1
babybluestargirl,5,8.6,46.51,0.0,20.0,0.0,100.0,2
enbytoon,21,7,20.41,0.0,4.8,9.5,0.0,1
xxsammyii,7,3.14,0.0,0.0,0.0,0.0,0.0,1
myelomia0,7,4.14,68.97,0.0,14.3,0.0,0.0,1
kingficr,5,26.4,0.0,0.0,0.0,20.0,0.0,1
punchahpack,17,3.06,19.23,0.0,0.0,0.0,0.0,1
dnukem170,14,11.5,6.21,24.84,0.0,0.0,0.0,1
eamil,5,17.4,11.49,11.49,60.0,0.0,0.0,1
roryvalintine,6,7.33,0.0,0.0,16.7,0.0,100.0,1
nomppie,6,4.83,34.48,0.0,16.7,16.7,0.0,1
bigsips,47,5.89,18.05,7.22,14.9,0.0,0.0,1
highimmike1,26,3.81,40.4,0.0,7.7,0.0,0.0,1
phantomage,7,3,95.24,0.0,0.0,0.0,0.0,1
gdick281,7,4.43,32.26,0.0,0.0,0.0,100.0,2
filtroox,18,2.33,0.0,0.0,0.0,61.1,100.0,2
heyitslonestar,5,6.2,0.0,0.0,0.0,0.0,0.0,1
nekofallenone,8,12.75,19.61,0.0,0.0,0.0,0.0,1
jwrfb26,5,8,25.0,25.0,40.0,0.0,0.0,1
miketheviking123,7,3.57,0.0,0.0,14.3,0.0,0.0,1
pascoahs,17,7.65,46.15,15.38,0.0,0.0,0.0,1
smallkelly0701,7,2,0.0,0.0,0.0,0.0,0.0,1
harpkoukla,7,5.43,52.63,0.0,0.0,14.3,100.0,2
mallaes,5,2.2,0.0,0.0,20.0,20.0,0.0,1
madameclutch,6,4.17,0.0,0.0,0.0,33.3,0.0,1
vonnie2real,10,2.7,0.0,0.0,0.0,40.0,100.0,1
angrykenji,24,2,62.5,0.0,4.2,50.0,100.0,1
aulanabm,59,1.95,17.39,8.7,1.7,57.6,98.3,2
sortahuman_,21,5.52,17.24,0.0,14.3,0.0,100.0,1
analogmann,21,5.05,0.0,0.0,19.0,14.3,100.0,1
maxixor,60,3.92,8.51,12.77,0.0,51.7,100.0,2
victoura56,6,6,55.56,0.0,0.0,0.0,0.0,1
invadercity,5,1.4,0.0,0.0,0.0,40.0,0.0,1
zanaoria123,12,5.25,47.62,15.87,8.3,0.0,0.0,1
azulparrot,10,9.3,0.0,10.75,20.0,0.0,0.0,1
graciegirlblogs,6,4,0.0,0.0,33.3,16.7,100.0,2
sekuharades,5,2.2,0.0,0.0,0.0,0.0,100.0,1
superlativebeing,7,3.14,0.0,0.0,0.0,28.6,100.0,1
atchak,10,1.7,0.0,0.0,0.0,50.0,100.0,1
scottbyscott,7,8,17.86,0.0,28.6,28.6,100.0,1
tentacle_hentai,23,2.3,18.87,0.0,4.3,78.3,100.0,1
z4lu,12,1.58,157.89,52.63,8.3,16.7,100.0,1
alok0,7,6.86,0.0,0.0,28.6,0.0,100.0,1
bts_rapmonsterr,5,3.4,0.0,58.82,0.0,20.0,100.0,1
caryn12,26,8.5,13.57,9.05,19.2,0.0,0.0,1
velikiy_momon,8,2.25,0.0,0.0,0.0,62.5,100.0,1
shrapnel110,5,3.4,0.0,58.82,40.0,20.0,100.0,1
menyukaimu,7,1.86,0.0,0.0,0.0,14.3,100.0,1
arforyon,6,3.17,0.0,0.0,0.0,0.0,100.0,1
oneeyedkingtv,15,2.93,0.0,0.0,0.0,33.3,100.0,1
mandelbam,28,1.79,0.0,20.0,0.0,0.0,100.0,1
krazedkllown,11,6.27,28.99,0.0,0.0,54.5,100.0,1
klinth,9,1.44,0.0,0.0,0.0,22.2,100.0,1
rob_,7,5.14,0.0,0.0,0.0,14.3,100.0,1
carlovvs,15,3.07,0.0,0.0,0.0,46.7,100.0,1
piixtt,5,4.4,0.0,0.0,0.0,80.0,100.0,1
usedunderwearz,5,7,0.0,0.0,0.0,20.0,100.0,1
gothcyanide,10,2.5,40.0,0.0,0.0,50.0,100.0,1
epic_hot_sauce,7,6.86,0.0,20.83,28.6,0.0,100.0,1
fusionpredz,7,1,142.86,0.0,0.0,57.1,100.0,1
jesta578,5,3.8,0.0,0.0,0.0,20.0,100.0,1
renan6,5,3.4,117.65,0.0,0.0,0.0,100.0,1
babysharkee,9,1.44,0.0,0.0,0.0,44.4,100.0,1
tugtug,9,1.67,0.0,0.0,0.0,22.2,100.0,1
followlikeastalker,8,1.62,0.0,76.92,0.0,12.5,100.0,1
muscle_veteran,7,1.57,0.0,0.0,0.0,42.9,100.0,1
cheekybirb,7,6.14,23.26,0.0,0.0,0.0,0.0,1
rlapsesc,8,7.38,33.9,0.0,0.0,12.5,0.0,2
daddylonglegsx,7,2.71,0.0,52.63,0.0,42.9,100.0,1
raxxx666,13,4.69,16.39,0.0,15.4,7.7,100.0,1
john12345th,13,2.46,0.0,0.0,7.7,46.2,100.0,1
johnmatt144,18,9.56,23.26,0.0,0.0,0.0,0.0,1
burts,12,2.58,64.52,32.26,0.0,25.0,100.0,1
bigw3rm,6,2,0.0,0.0,16.7,16.7,100.0,1
fpsonly1,10,13.8,0.0,0.0,80.0,0.0,100.0,1
fabaow,12,6.42,0.0,0.0,66.7,0.0,100.0,1
jimmyks,7,1.71,0.0,0.0,0.0,42.9,100.0,1
teteub9,9,5.44,0.0,0.0,22.2,33.3,100.0,1
matheusliima7894,5,4,0.0,0.0,0.0,20.0,100.0,1
alebueeno,5,5.8,0.0,0.0,20.0,20.0,100.0,1
kenatarou,9,3.89,0.0,0.0,0.0,0.0,100.0,1
conta_temp,5,2.8,0.0,0.0,0.0,0.0,100.0,1
ripe_g0,5,2.2,0.0,0.0,0.0,0.0,100.0,1
brizado420,5,1.4,0.0,0.0,0.0,80.0,100.0,1
jakkajan_,7,7.14,0.0,60.0,0.0,0.0,100.0,1
lucas_maluco,6,10.17,0.0,0.0,0.0,0.0,100.0,1
xloke_,11,3.82,0.0,0.0,0.0,0.0,100.0,1
